Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
"May 23rd, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,KAMARU USMAN,CHARLES OLIVEIRA,BRANDON MORENO,ALEX PEREIRA,JIRI PROCHAZKA,MAX HOLLOWAY,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,,
"Jun 6th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,KAMARU USMAN,CHARLES OLIVEIRA,BRANDON MORENO,ALEX PEREIRA,JIRI PROCHAZKA,MAX HOLLOWAY,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,,
"Jun 13th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,KAMARU USMAN,CHARLES OLIVEIRA,BRANDON MORENO,ALEX PEREIRA,JIRI PROCHAZKA,MAX HOLLOWAY,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,,
"Jun 20th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,CHARLES OLIVEIRA,KAMARU USMAN,BRANDON MORENO,ALEX PEREIRA,JIRI PROCHAZKA,MAX HOLLOWAY,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,,
"Jun 27th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,CHARLES OLIVEIRA,KAMARU USMAN,BRANDON MORENO,ALEX PEREIRA,JIRI PROCHAZKA,MAX HOLLOWAY,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,,
"Jul 4th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,CHARLES OLIVEIRA,KAMARU USMAN,BRANDON MORENO,ALEX PEREIRA,JIRI PROCHAZKA,MAX HOLLOWAY,DUSTIN POIRIER,JAMAHAL HILL,ROBERT WHITTAKER,,
"Jul 11th, 2023",ALEXANDER VOLKANOVSKI,JON JONES,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,CHARLES OLIVEIRA,KAMARU USMAN,ALEXANDRE PANTOJA,JIRI PROCHAZKA,ALEX PEREIRA,MAX HOLLOWAY,DUSTIN POIRIER,JAMAHAL HILL,BRANDON MORENO,,
"Jul 18th, 2023",ALEXANDER VOLKANOVSKI,JON JONES,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,CHARLES OLIVEIRA,KAMARU USMAN,ALEXANDRE PANTOJA,JIRI PROCHAZKA,ALEX PEREIRA,MAX HOLLOWAY,DUSTIN POIRIER,JAMAHAL HILL,BRANDON MORENO,,
"Jul 25th, 2023",ALEXANDER VOLKANOVSKI,JON JONES,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,CHARLES OLIVEIRA,KAMARU USMAN,ALEXANDRE PANTOJA,JIRI PROCHAZKA,ALEX PEREIRA,MAX HOLLOWAY,DUSTIN POIRIER,JAMAHAL HILL,BRANDON MORENO,,
"Aug 1st, 2023",ALEXANDER VOLKANOVSKI,JON JONES,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,CHARLES OLIVEIRA,KAMARU USMAN,ALEXANDRE PANTOJA,JIRI PROCHAZKA,ALEX PEREIRA,MAX HOLLOWAY,JUSTIN GAETHJE,JAMAHAL HILL,BRANDON MORENO,,
"Aug 8th, 2023",ALEXANDER VOLKANOVSKI,JON JONES,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,CHARLES OLIVEIRA,KAMARU USMAN,ALEXANDRE PANTOJA,ALEX PEREIRA,JIRI PROCHAZKA,MAX HOLLOWAY,JUSTIN GAETHJE,JAMAHAL HILL,BRANDON MORENO,,
"Aug 15th, 2023",ALEXANDER VOLKANOVSKI,JON JONES,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,ALJAMAIN STERLING,CHARLES OLIVEIRA,KAMARU USMAN,ALEXANDRE PANTOJA,JIRI PROCHAZKA,ALEX PEREIRA,MAX HOLLOWAY,JUSTIN GAETHJE,JAMAHAL HILL,BRANDON MORENO,,
"Aug 22nd, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,CHARLES OLIVEIRA,KAMARU USMAN,SEAN O'MALLEY,ALJAMAIN STERLING,ALEXANDRE PANTOJA,ALEX PEREIRA,JIRI PROCHAZKA,MAX HOLLOWAY,JUSTIN GAETHJE,JAMAHAL HILL,,
"Aug 29th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,CHARLES OLIVEIRA,KAMARU USMAN,SEAN O'MALLEY,ALEXANDRE PANTOJA,ALJAMAIN STERLING,MAX HOLLOWAY,ALEX PEREIRA,JIRI PROCHAZKA,JUSTIN GAETHJE,JAMAHAL HILL,,
"Sep 5th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,ISRAEL ADESANYA,CHARLES OLIVEIRA,KAMARU USMAN,SEAN O'MALLEY,ALEXANDRE PANTOJA,ALJAMAIN STERLING,MAX HOLLOWAY,ALEX PEREIRA,JIRI PROCHAZKA,JUSTIN GAETHJE,JAMAHAL HILL,,
"Sep 12th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,CHARLES OLIVEIRA,KAMARU USMAN,SEAN O'MALLEY,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,MAX HOLLOWAY,ALEX PEREIRA,ALJAMAIN STERLING,JIRI PROCHAZKA,JAMAHAL HILL,,
"Sep 19th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,CHARLES OLIVEIRA,SEAN O'MALLEY,KAMARU USMAN,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALEX PEREIRA,MAX HOLLOWAY,ALJAMAIN STERLING,JIRI PROCHAZKA,JAMAHAL HILL,,
"Sep 26th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,CHARLES OLIVEIRA,SEAN O'MALLEY,KAMARU USMAN,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALEX PEREIRA,MAX HOLLOWAY,ALJAMAIN STERLING,JIRI PROCHAZKA,JAMAHAL HILL,,
"Oct 10th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,CHARLES OLIVEIRA,SEAN O'MALLEY,KAMARU USMAN,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALEX PEREIRA,MAX HOLLOWAY,ALJAMAIN STERLING,JIRI PROCHAZKA,JAMAHAL HILL,,
"Oct 17th, 2023",JON JONES,ALEXANDER VOLKANOVSKI,ISLAM MAKHACHEV,LEON EDWARDS,CHARLES OLIVEIRA,SEAN O'MALLEY,KAMARU USMAN,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALEX PEREIRA,MAX HOLLOWAY,ALJAMAIN STERLING,JIRI PROCHAZKA,JAMAHAL HILL,,
"Oct 24th, 2023",JON JONES,ISLAM MAKHACHEV,ALEXANDER VOLKANOVSKI,LEON EDWARDS,CHARLES OLIVEIRA,SEAN O'MALLEY,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALEX PEREIRA,ALJAMAIN STERLING,MAX HOLLOWAY,KAMARU USMAN,JIRI PROCHAZKA,JAMAHAL HILL,,
"Nov 7th, 2023",ISLAM MAKHACHEV,JON JONES,ALEXANDER VOLKANOVSKI,LEON EDWARDS,CHARLES OLIVEIRA,SEAN O'MALLEY,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALEX PEREIRA,ALJAMAIN STERLING,MAX HOLLOWAY,JIRI PROCHAZKA,KAMARU USMAN,JAMAHAL HILL,,
"Nov 14th, 2023",ISLAM MAKHACHEV,JON JONES,ALEXANDER VOLKANOVSKI,LEON EDWARDS,ALEX PEREIRA,CHARLES OLIVEIRA,SEAN O'MALLEY,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALJAMAIN STERLING,MAX HOLLOWAY,KAMARU USMAN,TOM ASPINALL,JIRI PROCHAZKA,,
"Nov 21st, 2023",ISLAM MAKHACHEV,JON JONES,ALEXANDER VOLKANOVSKI,LEON EDWARDS,ALEX PEREIRA,CHARLES OLIVEIRA,SEAN O'MALLEY,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALJAMAIN STERLING,TOM ASPINALL,MAX HOLLOWAY,KAMARU USMAN,JIRI PROCHAZKA,,
"Dec 5th, 2023",ISLAM MAKHACHEV,JON JONES,ALEXANDER VOLKANOVSKI,LEON EDWARDS,ALEX PEREIRA,CHARLES OLIVEIRA,SEAN O'MALLEY,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALJAMAIN STERLING,TOM ASPINALL,MAX HOLLOWAY,KAMARU USMAN,JIRI PROCHAZKA,,
"Dec 12th, 2023",ISLAM MAKHACHEV,JON JONES,ALEXANDER VOLKANOVSKI,LEON EDWARDS,ALEX PEREIRA,CHARLES OLIVEIRA,SEAN O'MALLEY,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALJAMAIN STERLING,TOM ASPINALL,MAX HOLLOWAY,KAMARU USMAN,JIRI PROCHAZKA,,
"Dec 19th, 2023",ISLAM MAKHACHEV,JON JONES,ALEXANDER VOLKANOVSKI,LEON EDWARDS,ALEX PEREIRA,CHARLES OLIVEIRA,SEAN STRICKLAND,SEAN O'MALLEY,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALJAMAIN STERLING,TOM ASPINALL,MAX HOLLOWAY,KAMARU USMAN,JIRI PROCHAZKA,,
"Jan 16th, 2024",ISLAM MAKHACHEV,JON JONES,ALEXANDER VOLKANOVSKI,LEON EDWARDS,ALEX PEREIRA,CHARLES OLIVEIRA,SEAN O'MALLEY,SEAN STRICKLAND,ISRAEL ADESANYA,ALEXANDRE PANTOJA,ALJAMAIN STERLING,TOM ASPINALL,MAX HOLLOWAY,KAMARU USMAN,JIRI PROCHAZKA,,
"Jan 23rd, 2024",ISLAM MAKHACHEV,JON JONES,ALEXANDER VOLKANOVSKI,LEON EDWARDS,ALEX PEREIRA,CHARLES OLIVEIRA,SEAN O'MALLEY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,SEAN STRICKLAND,ALJAMAIN STERLING,TOM ASPINALL,MAX HOLLOWAY,KAMARU USMAN,,
"Feb 6th, 2024",ISLAM MAKHACHEV,JON JONES,ALEXANDER VOLKANOVSKI,LEON EDWARDS,ALEX PEREIRA,CHARLES OLIVEIRA,SEAN O'MALLEY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,SEAN STRICKLAND,ALJAMAIN STERLING,TOM ASPINALL,MAX HOLLOWAY,KAMARU USMAN,,
"Feb 13th, 2024",ISLAM MAKHACHEV,JON JONES,ALEXANDER VOLKANOVSKI,LEON EDWARDS,ALEX PEREIRA,CHARLES OLIVEIRA,SEAN O'MALLEY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,SEAN STRICKLAND,ALJAMAIN STERLING,TOM ASPINALL,MAX HOLLOWAY,KAMARU USMAN,,
"Feb 20th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,CHARLES OLIVEIRA,ALEXANDER VOLKANOVSKI,SEAN O'MALLEY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,SEAN STRICKLAND,MAX HOLLOWAY,ALJAMAIN STERLING,,
"Feb 27th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,CHARLES OLIVEIRA,ALEXANDER VOLKANOVSKI,SEAN O'MALLEY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,SEAN STRICKLAND,MAX HOLLOWAY,ALJAMAIN STERLING,,
"Mar 5th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,CHARLES OLIVEIRA,ALEXANDER VOLKANOVSKI,SEAN O'MALLEY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,SEAN STRICKLAND,MAX HOLLOWAY,ALJAMAIN STERLING,,
"Mar 12th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,CHARLES OLIVEIRA,ALEXANDER VOLKANOVSKI,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,SEAN STRICKLAND,MAX HOLLOWAY,ALJAMAIN STERLING,,
"Mar 19th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,CHARLES OLIVEIRA,ALEXANDER VOLKANOVSKI,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,SEAN STRICKLAND,MAX HOLLOWAY,ALJAMAIN STERLING,,
"Mar 26th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,CHARLES OLIVEIRA,ALEXANDER VOLKANOVSKI,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,SEAN STRICKLAND,MAX HOLLOWAY,ALJAMAIN STERLING,,
"Apr 2nd, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,CHARLES OLIVEIRA,ALEXANDER VOLKANOVSKI,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,SEAN STRICKLAND,MAX HOLLOWAY,ALJAMAIN STERLING,,
"Apr 9th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,CHARLES OLIVEIRA,ALEXANDER VOLKANOVSKI,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,SEAN STRICKLAND,MAX HOLLOWAY,ALJAMAIN STERLING,,
"Apr 16th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,CHARLES OLIVEIRA,ISRAEL ADESANYA,TOM ASPINALL,SEAN STRICKLAND,ALJAMAIN STERLING,,
"Apr 30th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,CHARLES OLIVEIRA,SEAN STRICKLAND,ALJAMAIN STERLING,,
"May 7th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,CHARLES OLIVEIRA,SEAN STRICKLAND,ALJAMAIN STERLING,,
"May 14th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,CHARLES OLIVEIRA,SEAN STRICKLAND,ALJAMAIN STERLING,,
"May 21st, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,TOM ASPINALL,CHARLES OLIVEIRA,SEAN STRICKLAND,ALJAMAIN STERLING,,
"Jun 4th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,CHARLES OLIVEIRA,TOM ASPINALL,SEAN STRICKLAND,ALJAMAIN STERLING,,
"Jun 11th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,CHARLES OLIVEIRA,TOM ASPINALL,SEAN STRICKLAND,ALJAMAIN STERLING,,
"Jun 18th, 2024",ISLAM MAKHACHEV,JON JONES,LEON EDWARDS,ALEX PEREIRA,ILIA TOPURIA,SEAN O'MALLEY,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,CHARLES OLIVEIRA,TOM ASPINALL,SEAN STRICKLAND,ALJAMAIN STERLING,,
"Jul 16th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,LEON EDWARDS,ILIA TOPURIA,SEAN O'MALLEY,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,TOM ASPINALL,ISRAEL ADESANYA,CHARLES OLIVEIRA,SEAN STRICKLAND,ALJAMAIN STERLING,,
"Jul 23rd, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,LEON EDWARDS,ILIA TOPURIA,SEAN O'MALLEY,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,TOM ASPINALL,ISRAEL ADESANYA,CHARLES OLIVEIRA,SEAN STRICKLAND,ALJAMAIN STERLING,,
"Jul 30th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,SEAN O'MALLEY,BELAL MUHAMMAD,LEON EDWARDS,ALEXANDER VOLKANOVSKI,TOM ASPINALL,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Aug 6th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,BELAL MUHAMMAD,SEAN O'MALLEY,LEON EDWARDS,ALEXANDER VOLKANOVSKI,TOM ASPINALL,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Aug 13th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,BELAL MUHAMMAD,SEAN O'MALLEY,LEON EDWARDS,ALEXANDER VOLKANOVSKI,TOM ASPINALL,MAX HOLLOWAY,DRICUS DU PLESSIS,ALEXANDRE PANTOJA,ISRAEL ADESANYA,CHARLES OLIVEIRA,SEAN STRICKLAND,,
"Aug 20th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,SEAN O'MALLEY,LEON EDWARDS,ALEXANDER VOLKANOVSKI,TOM ASPINALL,MAX HOLLOWAY,ALEXANDRE PANTOJA,SEAN STRICKLAND,CHARLES OLIVEIRA,ISRAEL ADESANYA,,
"Aug 27th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,DRICUS DU PLESSIS,BELAL MUHAMMAD,SEAN O'MALLEY,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,ALEXANDRE PANTOJA,SEAN STRICKLAND,CHARLES OLIVEIRA,ISRAEL ADESANYA,,
"Sep 10th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,DRICUS DU PLESSIS,SEAN O'MALLEY,BELAL MUHAMMAD,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,ALEXANDRE PANTOJA,SEAN STRICKLAND,CHARLES OLIVEIRA,ALJAMAIN STERLING,,
"Sep 17th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,ALEXANDRE PANTOJA,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Oct 1st, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,ALEXANDRE PANTOJA,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Oct 8th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,ALEXANDRE PANTOJA,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Oct 15th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,ALEXANDRE PANTOJA,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Oct 22nd, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,ALEXANDRE PANTOJA,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Oct 29th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,ALEXANDRE PANTOJA,MAX HOLLOWAY,SEAN O'MALLEY,SEAN STRICKLAND,ISRAEL ADESANYA,,
"Nov 5th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,ALEXANDRE PANTOJA,MAX HOLLOWAY,SEAN O'MALLEY,SEAN STRICKLAND,ISRAEL ADESANYA,,
"Nov 12th, 2024",ISLAM MAKHACHEV,ALEX PEREIRA,JON JONES,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,ALEXANDRE PANTOJA,MAX HOLLOWAY,SEAN O'MALLEY,SEAN STRICKLAND,ISRAEL ADESANYA,,
"Nov 19th, 2024",ISLAM MAKHACHEV,JON JONES,ALEX PEREIRA,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,ALEXANDRE PANTOJA,MAX HOLLOWAY,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Nov 26th, 2024",ISLAM MAKHACHEV,JON JONES,ALEX PEREIRA,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,LEON EDWARDS,ALEXANDER VOLKANOVSKI,ALEXANDRE PANTOJA,MAX HOLLOWAY,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Dec 10th, 2024",ISLAM MAKHACHEV,JON JONES,ALEX PEREIRA,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,ALEXANDRE PANTOJA,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Dec 17th, 2024",ISLAM MAKHACHEV,JON JONES,ALEX PEREIRA,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,ALEXANDRE PANTOJA,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Jan 14th, 2025",ISLAM MAKHACHEV,JON JONES,ALEX PEREIRA,ILIA TOPURIA,BELAL MUHAMMAD,DRICUS DU PLESSIS,MERAB DVALISHVILI,TOM ASPINALL,ALEXANDRE PANTOJA,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Jan 21st, 2025",ISLAM MAKHACHEV,JON JONES,ALEX PEREIRA,ILIA TOPURIA,MERAB DVALISHVILI,BELAL MUHAMMAD,DRICUS DU PLESSIS,TOM ASPINALL,ALEXANDRE PANTOJA,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
"Feb 4th, 2025",ISLAM MAKHACHEV,JON JONES,ALEX PEREIRA,ILIA TOPURIA,MERAB DVALISHVILI,BELAL MUHAMMAD,DRICUS DU PLESSIS,TOM ASPINALL,ALEXANDRE PANTOJA,LEON EDWARDS,ALEXANDER VOLKANOVSKI,MAX HOLLOWAY,SEAN O'MALLEY,SEAN STRICKLAND,CHARLES OLIVEIRA,,
